Name,Address,Opening Hours,Popular Times
UOVO | Santa Monica,"1320 2nd St Ste A, Santa Monica, CA 90401, USA","['Monday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u200910:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 32, 28, 22, 23, 29, 55, 55, 45, 20, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 34, 59, 49, 40, 24, 32, 45, 48, 34, 19, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 35, 41, 41, 39, 38, 34, 34, 35, 34, 40, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 45, 50, 46, 27, 28, 46, 55, 48, 37, 22, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 39, 41, 53, 48, 48, 51, 64, 75, 61, 58, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 40, 38, 45, 45, 64, 69, 90, 100, 81, 50, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 50, 58, 54, 59, 60, 71, 76, 75, 75, 62, 0, 0]}]"
Douglas Park,"2439 Wilshire Blvd, Santa Monica, CA 90403, USA","['Monday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200911:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 14, 33, 46, 70, 84, 97, 100, 96, 89, 78, 69, 55, 41, 27, 21, 17, 17, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 9, 22, 35, 51, 65, 77, 78, 77, 67, 67, 61, 51, 37, 27, 22, 18, 15, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 11, 21, 39, 50, 66, 75, 75, 72, 74, 70, 61, 47, 36, 28, 23, 13, 11, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 8, 14, 34, 56, 76, 81, 80, 77, 75, 77, 75, 56, 39, 22, 14, 11, 14, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 8, 24, 44, 64, 76, 83, 83, 79, 77, 74, 70, 59, 48, 38, 33, 19, 15, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 8, 18, 31, 51, 65, 73, 76, 72, 78, 73, 67, 51, 34, 22, 14, 12, 12, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 6, 16, 27, 40, 53, 61, 62, 67, 68, 67, 57, 45, 39, 25, 20, 11, 11, 0]}]"
Santa Monica Pier Carousel,"1624 Ocean Front Walk, Santa Monica, CA 90401, USA","['Monday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20097:00\u202fPM']",Not available
Universal Studios Hollywood,"100 Universal City Plaza, Universal City, CA 91608, USA","['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 48, 56, 61, 63, 62, 60, 56, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 45, 52, 56, 57, 57, 55, 53, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 43, 51, 57, 61, 63, 64, 64, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 52, 60, 65, 67, 69, 69, 68, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 53, 61, 67, 70, 72, 73, 74, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 46, 58, 67, 75, 81, 86, 90, 94, 98, 100, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 44, 57, 68, 77, 84, 88, 90, 90, 88, 83, 0, 0, 0, 0]}]"
Blue Plate Taco,"1515 Ocean Ave, Santa Monica, CA 90401, USA","['Monday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 34, 43, 44, 44, 40, 42, 43, 37, 29, 14, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 26, 40, 45, 47, 44, 37, 41, 45, 44, 29, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 42, 47, 42, 39, 45, 55, 68, 73, 64, 46, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 36, 48, 46, 44, 42, 56, 61, 58, 52, 37, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 35, 47, 55, 63, 59, 60, 61, 61, 50, 38, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 45, 66, 86, 91, 96, 100, 100, 93, 76, 54, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 46, 61, 81, 85, 80, 75, 67, 64, 52, 38, 0, 0]}]"
Hillstone,"202 Wilshire Blvd, Santa Monica, CA 90401, USA","['Monday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20099:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 34, 41, 41, 38, 39, 39, 45, 44, 34, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 38, 44, 43, 44, 44, 48, 50, 47, 37, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 45, 44, 40, 39, 39, 43, 44, 38, 24, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 32, 40, 41, 38, 35, 37, 38, 41, 36, 26, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 37, 44, 42, 42, 46, 56, 62, 64, 55, 40, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 51, 62, 75, 82, 89, 88, 86, 80, 76, 58, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 58, 69, 82, 93, 100, 89, 82, 70, 54, 0, 0, 0]}]"
Palisades Village,"15225 Palisades Village Ln, Pacific Palisades, CA 90272, USA",Not available,Not available
Forma Restaurant & Cheese Bar Santa Monica,"1610 Montana Ave, Santa Monica, CA 90403, USA","['Monday: 11:00\u202fAM\u2009–\u20098:45\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20098:45\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:45\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:45\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:45\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 22, 32, 43, 58, 67, 71, 65, 49, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 14, 29, 35, 49, 64, 80, 77, 64, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 25, 29, 30, 43, 50, 54, 62, 64, 53, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 34, 32, 32, 35, 54, 66, 71, 55, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 23, 29, 43, 62, 76, 100, 98, 88, 59, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 53, 65, 64, 70, 75, 88, 91, 95, 69, 45, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 35, 45, 56, 69, 77, 82, 70, 54, 0, 0, 0]}]"
The Courtyard Kitchen,"1211 Montana Ave #C, Santa Monica, CA 90403, USA","['Monday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 13, 25, 45, 66, 71, 55, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 20, 35, 61, 74, 61, 54, 40, 35, 35, 40, 40, 25, 22, 11, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 30, 44, 59, 69, 74, 74, 57, 42, 35, 40, 45, 49, 38, 25, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 11, 30, 45, 61, 69, 71, 49, 30, 25, 35, 38, 40, 20, 8, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 27, 50, 71, 79, 79, 83, 72, 52, 44, 44, 54, 54, 47, 30, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 37, 64, 76, 84, 91, 100, 96, 81, 72, 69, 71, 57, 38, 25, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 18, 32, 59, 77, 94, 84, 71, 61, 54, 61, 57, 52, 30, 22, 0, 0]}]"
The Palisades Villa,"16629 Sunset Blvd, Pacific Palisades, CA 90272, USA","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: 12:00\u202fAM\u2009–\u200912:00\u202fPM', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Not available
R+D Kitchen,"1323 Montana Ave, Santa Monica, CA 90403, USA","['Monday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 43, 49, 50, 52, 58, 71, 62, 50, 32, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 50, 66, 52, 56, 60, 62, 54, 47, 43, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 49, 64, 73, 56, 54, 45, 45, 33, 18, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 33, 41, 37, 41, 47, 50, 43, 43, 41, 33, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 71, 98, 100, 90, 79, 73, 73, 49, 43, 22, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24, 49, 64, 66, 66, 67, 64, 58, 52, 39, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 37, 54, 62, 66, 56, 52, 62, 56, 52, 0, 0, 0]}]"
Palisades Drive,"Palisades Dr, Los Angeles, CA 90272, USA",Not available,Not available
Santa Monica Ghost Tours,"119 Broadway, Santa Monica, CA 90401, USA",Not available,Not available
Old Santa Monica Forestry Station,"178 Latimer Rd, Santa Monica, CA 90402, USA","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","[{'name': 'Monday', 'data': [42, 35, 57, 64, 0, 0, 0, 14, 14, 28, 28, 21, 21, 21, 50, 71, 100, 92, 85, 42, 28, 21, 35, 50]}, {'name': 'Tuesday', 'data': [64, 57, 21, 7, 0, 0, 0, 7, 21, 21, 28, 42, 42, 35, 14, 7, 7, 14, 14, 14, 7, 0, 0, 7]}, {'name': 'Wednesday', 'data': [21, 42, 21, 7, 28, 14, 7, 0, 14, 28, 35, 21, 28, 7, 7, 0, 7, 14, 7, 0, 7, 21, 35, 14]}, {'name': 'Thursday', 'data': [7, 0, 7, 14, 35, 50, 50, 42, 14, 28, 28, 42, 28, 42, 14, 14, 21, 42, 57, 35, 14, 0, 0, 7]}, {'name': 'Friday', 'data': [28, 42, 21, 28, 14, 14, 0, 0, 7, 14, 7, 0, 0, 21, 28, 64, 42, 28, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 7, 14, 35, 35, 21, 28, 21, 7, 0, 7, 14, 14, 14, 28, 14, 14, 28, 35, 28, 28, 21, 28, 21]}, {'name': 'Sunday', 'data': [35, 42, 57, 35, 50, 21, 7, 0, 7, 7, 14, 14, 21, 35, 28, 50, 42, 50, 28, 28, 35, 42, 28, 35]}]"
Rock N Pies,"1120 Wilshire Blvd, Santa Monica, CA 90401, USA","['Monday: 4:30\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 11:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 11:30\u202fAM\u2009–\u20091:30\u202fAM', 'Saturday: 11:30\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fAM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 52, 50, 40, 28, 23, 21, 11]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 19, 26, 21, 21, 14, 19, 26, 42, 42, 40, 42, 50]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 19, 16, 21, 16, 33, 33, 47, 50, 50, 50, 21]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 14, 21, 16, 26, 40, 50, 50, 52, 40, 28, 23]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 38, 38, 33, 21, 30, 54, 64, 61, 42, 23, 23, 26]}, {'name': 'Saturday', 'data': [26, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 26, 14, 16, 30, 45, 42, 38, 52, 80, 100]}, {'name': 'Sunday', 'data': [83, 59, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 19, 21, 23, 11, 11, 21, 45, 61, 64, 42, 26, 9]}]"
A Votre Santé,"13016 San Vicente Blvd, Los Angeles, CA 90049, USA","['Monday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:30\u202fPM']","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 90, 100, 56, 37, 15, 9, 9, 12, 9, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 21, 25, 25, 15, 25, 34, 46, 46, 28, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 37, 68, 56, 40, 34, 59, 62, 40, 18, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 15, 21, 18, 21, 37, 59, 56, 28, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 62, 90, 78, 56, 40, 53, 46, 37, 15, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 43, 59, 68, 59, 31, 12, 3, 15, 18, 37, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 43, 37, 31, 28, 53, 65, 59, 50, 28, 9, 0, 0, 0]}]"
